cardid,carddefid,name,description,abilities,cost,power,category,source,use_count,connected_cards,PrimaryColor,SecondaryColor,RingColor,CardSeriesDefId,SeriesStartDates,wasAddedIn,wasChangedIn,stats_winrate,stats_cuberate,share_win,share_loss,share_cube_won,share_cube_lost,share_cube_earned,share_total,stats_win,stats_loss,stats_cube_won,stats_cube_lost,stats_position,stats_winrate_played,stats_cuberate_played,art_base
mrsinister,MrSinister,Mister Sinister,<b>On Reveal:</b> Add a Sinister Clone to this location with the same Power.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",2,2,X-Men Supervillains,Pool 1 (Collection Level 18-214),350,"[""SinisterClone""]",#5f62ff,#ff0000,#1512ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5536861425512389,0.2995819312735801,0.03720681645322425,0.03309165412908542,0.0372015521146634,0.034167066830907984,0.0615674769488684,0.0352503504546925,5430.0,4377.0,16030.0,13092.0,84.0,0.5452289023717595,0.26475455046883617,https://static.marvelsnap.pro/cards/MrSinister.webp
multipleman,MultipleMan,Multiple Man,"When this moves, add a copy to the old location.","[""Move"", ""Duplicate Card""]",2,3,X-Factor,Pool 1 (Collection Level 18-214),234,[],#28ff22,#ffe92e,#0a10ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5391280801516383,0.29542377470890874,0.013642499366182224,0.012867716547339135,0.014370056811852513,0.01331242040211287,0.022862531433361272,0.013274145429711368,1991.0,1702.0,6192.0,5101.0,160.0,0.5516454871293581,0.35549038774845226,https://static.marvelsnap.pro/cards/MultipleMan.webp
mysterio,Mysterio,Mysterio,"As you play this, play Illusions to other locations. Disguise this as an Illusion until the game ends.","[""Add Card At Location"", ""Add Card""]",2,4,Sinister Six,Pool 3 (Collection Level 486-?),224,"[""MysterioUnrevealed""]",#65ff3b,#9f0aff,#bd12ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5095662057207805,0.15078613373745028,0.01843210612507794,0.01957374743893127,0.01933645241543203,0.019667202538781136,0.016680637049455153,0.018974875094353187,2690.0,2589.0,8332.0,7536.0,133.0,0.5412844036697247,0.01834862385321101,https://static.marvelsnap.pro/cards/Mysterio.webp
mystique,Mystique,Mystique,"<b>On Reveal:</b> If the last card you played has an <b>Ongoing</b>, copy its text. <i>(if it's in play)</i>","[""On Reveal"", ""Ongoing"", ""Change Ability""]",3,0,Brotherhood of Mutants,Pool 3 (Collection Level 486-?),777,[],#5cbcff,#cbf1ff,#ff2b20,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4896637608966376,0.06961394769613947,0.05388478905859217,0.06196463268037105,0.05761715123834986,0.061874960853498126,0.023428331936295056,0.05772617806692786,7864.0,8196.0,24827.0,23709.0,41.0,0.5441140628808189,0.3838654642944187,https://static.marvelsnap.pro/cards/Mystique.webp
nakia,Nakia,Nakia,<b>On Reveal:</b> Give all cards in your hand +1 Power.,"[""On Reveal"", ""Increase Power""]",3,3,Wakanda,Pool 2 (Collection Level 222-486),124,[],#ff0400,#cbcbca,#ff7b09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,17.17.0,0.4948702474351237,-0.009656004828002414,0.005618708930321157,0.006328013366699681,0.006122126916935873,0.006926321063949726,-0.00033528918692372173,0.005955932568922756,820.0,837.0,2638.0,2654.0,204.0,0.5042808219178082,0.015410958904109588,https://static.marvelsnap.pro/cards/Nakia.webp
namor,Namor,Namor,<b>Ongoing:</b> +5 Power if this is your only card here.,"[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",4,6,Elemental Masters,Pool 1 (Collection Level 18-214),203,[],#ff8c80,#62ff49,#0992ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5171688857743518,0.14540995094604064,0.010113676074578084,0.01041816298603603,0.01095856076640303,0.011240265569868676,0.008696563285834033,0.010258437870673232,1476.0,1378.0,4722.0,4307.0,177.0,0.5297872340425532,0.15159574468085107,https://static.marvelsnap.pro/cards/Namor.webp
nebula,Nebula,Nebula,"Each turn your opponent doesn't play a card here, +2 Power. <i>(except the turn you play this)</i>","[""On Reveal"", ""Add Card to Hand"", ""Power On Card Play"", ""Add Card""]",1,1,,Pool 5 (Series 5),832,[],#6e22ff,#4962ff,#9a6fff,Series5,"[{""Data"": ""SeasonPass"", ""StartDate"": 1682996400}, {""Data"": ""Series5"", ""StartDate"": 1686020400}]",,,0.5517063462814181,0.2779784280484509,0.15386354759800194,0.13794615518375433,0.1459818610523189,0.13463525899325635,0.2370913663034367,0.14629596348082385,22455.0,18246.0,62903.0,51589.0,6.0,0.5534498673127957,0.2898638513903312,https://static.marvelsnap.pro/cards/Nebula.webp
negasonicteenagewarhead,NegasonicTeenageWarhead,Negasonic Teenage Warhead,"After ANY card is played here, destroy this card AND that card.","[""Destroy""]",3,5,,Pool 4 (Series 4),13,[],#ff7322,#000000,#ffc112,Series4,"[{""Data"": ""Series5"", ""StartDate"": 1679367600}, {""Data"": ""Series4"", ""StartDate"": 1684206000}]",,,0.4402654867256637,-0.2433628318584071,0.0013635647282120855,0.0019127686759558172,0.0014574282425457651,0.0019260078919347767,-0.002305113160100586,0.0016246720103518925,199.0,253.0,628.0,738.0,232.0,0.4426751592356688,-0.23248407643312105,https://static.marvelsnap.pro/cards/NegasonicTeenageWarhead.webp
nickfury,NickFury,Nick Fury,<b>On Reveal:</b> Add 3 random 6-Cost cards to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",4,5,S.H.I.E.L.D.,Pool 3 (Collection Level 486-?),271,[],#101098,#050644,#0c51ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5085714285714286,0.06673854447439354,0.03232128051746939,0.034460077569196106,0.032490438528090304,0.03492128943357622,0.012971500419111484,0.03333812587613673,4717.0,4558.0,14000.0,13381.0,88.0,0.5104398045313194,0.12972012438916036,https://static.marvelsnap.pro/cards/NickFury.webp
nightcrawler,Nightcrawler,Nightcrawler,You can move this once.,"[""Move""]",1,2,Mutants,Collection Level 1-14,981,[],#2229ff,#fc4950,#2509ff,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5035943587773692,0.14542062229051197,0.06288157543116739,0.06839093060354277,0.0636998254799302,0.06471699688915797,0.055532271584241406,0.06550088062974012,9177.0,9046.0,27448.0,24798.0,34.0,0.5019600156801255,0.12838102704821638,https://static.marvelsnap.pro/cards/Nightcrawler.webp
nimrod,Nimrod,Nimrod,"When this is destroyed, add a copy to each other location.",[],5,6,,Pool 4 (Series 4),153,[],#ff1e99,#d7009e,#ff8ce2,Series4,"[{""Data"": ""SeasonPass"", ""StartDate"": 1678158000}, {""Data"": ""Series5"", ""StartDate"": 1680577200}, {""Data"": ""Series4"", ""StartDate"": 1684206000}]",,,0.5096907216494846,0.07917525773195876,0.01693835179969988,0.017978513483885114,0.017275630314507445,0.018424953546151115,0.00804694048616932,0.01743287444735991,2472.0,2378.0,7444.0,7060.0,138.0,0.5414054767403497,0.2507423292642692,https://static.marvelsnap.pro/cards/Nimrod.webp
nova,Nova,Nova,"When this is destroyed, give your cards +1 Power.","[""Destroy"", ""Power On Destroy"", ""Increase Power""]",1,1,Champions,Pool 1 (Collection Level 18-214),639,[],#4246ff,#ffd83a,#ff0d1d,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5119242359018511,0.15901851054670685,0.04074249182888976,0.042859626972306435,0.04495748394044039,0.04573616301647285,0.038704945515507135,0.04174903849610007,5946.0,5669.0,19372.0,17525.0,68.0,0.5166552029085192,0.1824702761128034,https://static.marvelsnap.pro/cards/Nova.webp
odin,Odin,Odin,<b>On Reveal:</b> Activate the <b>On Reveal</b> abilities of your other cards at this location.,"[""On Reveal""]",6,8,Gods,Collection Level 1-14,855,[],#ff7d22,#4986ff,#ffa008,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5223421614158403,0.27626459143968873,0.05702989564275975,0.05754182763912935,0.062137963684972715,0.058388312420402114,0.09224643755238894,0.057273282772006766,8323.0,7611.0,26775.0,22373.0,44.0,0.5947304558849019,0.7833246663199861,https://static.marvelsnap.pro/cards/Odin.webp
okoye,Okoye,Okoye,<b>On Reveal:</b> Give every card in your deck +1 Power.,"[""On Reveal"", ""Increase Power""]",2,2,Wakanda,Pool 2 (Collection Level 222-486),222,[],#ff1906,#ff9b3f,#ff890a,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5459558823529411,0.35714285714285715,0.014245482763582543,0.01307184601078106,0.016238257027217703,0.014711255402217256,0.028499580888516344,0.01368750224650444,2079.0,1729.0,6997.0,5637.0,157.0,0.5540118096561306,0.4202848211184439,https://static.marvelsnap.pro/cards/Okoye.webp
omegared,OmegaRed,Omega Red,"<b>Ongoing:</b> If you're ahead by 10 Power here, +4 Power to other locations.","[""Ongoing"", ""Power On Location Winning"", ""Power On Location Position"", ""Increase Power""]",4,5,X-Men Supervillains,Pool 3 (Collection Level 486-?),76,[],#ff1b22,#fffdfb,#ff486a,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4775815217391304,-0.17323369565217392,0.004817015095141188,0.005813909532845943,0.005029055735026549,0.006320855168382153,-0.005343671416596815,0.005290967254951296,703.0,769.0,2167.0,2422.0,209.0,0.4672330097087379,-0.20631067961165048,https://static.marvelsnap.pro/cards/OmegaRed.webp
onslaught,Onslaught,Onslaught,<b>Ongoing:</b> Double your other <b>Ongoing</b> effects at this location.,"[""Ongoing""]",6,7,X-Men Supervillains,Pool 1 (Collection Level 18-214),448,[],#4e22ff,#ff4964,#0cdcff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4935869565217391,0.08956521739130435,0.03111531372266875,0.03522367296947886,0.03519874865396755,0.03743188508674865,0.01726739312657167,0.0330685453434456,4541.0,4659.0,15167.0,14343.0,91.0,0.5974955277280859,0.7906976744186046,https://static.marvelsnap.pro/cards/Onslaught.webp
orka,Orka,Orka,<b>Ongoing:</b> +5 Power if this is your only card here.,"[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",6,11,,Pool 3 (Collection Level 486-?),106,[],#429dff,#b8ebff,#0a60ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.499515503875969,-0.026405038759689917,0.0141289973345393,0.0156196841285562,0.013158627603876571,0.015081842286573272,-0.002284157585917854,0.01483771251931994,2062.0,2066.0,5670.0,5779.0,152.0,0.5195071868583162,0.09103353867214237,https://static.marvelsnap.pro/cards/Orka.webp
patriot,Patriot,Patriot,<b>Ongoing:</b> Your cards with no abilities have +2 Power.,"[""Ongoing"", ""Power On No Ability"", ""Increase Power""]",3,1,Champions,Pool 3 (Collection Level 486-?),266,[],#229fff,#ffffff,#ff3836,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.550592128178335,0.2720306513409962,0.04332572752002522,0.039018968919399113,0.04417771341576622,0.04152660918220348,0.06546521374685668,0.04127817116566623,6323.0,5161.0,19036.0,15912.0,69.0,0.5551900584795322,0.3514863547758285,https://static.marvelsnap.pro/cards/Patriot.webp
polaris,Polaris,Polaris,<b>On Reveal:</b> Move an opposing 1 or 2-Cost card to this location.,"[""On Reveal"", ""Move""]",3,5,X-Factor,Pool 3 (Collection Level 486-?),220,[],#16ff0d,#82ff2a,#afff09,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5156126482213439,0.09446640316205533,0.017877087316107192,0.018530419070228097,0.01825498496156845,0.01928095705367768,0.010016764459346184,0.01818769993889508,2609.0,2451.0,7866.0,7388.0,136.0,0.5070861678004536,0.025793650793650792,https://static.marvelsnap.pro/cards/Polaris.webp
professorx,ProfessorX,Professor X,"<b>Ongoing:</b> Lock down this location. <i>(Cards can't be added, removed, etc.)</i>","[""Ongoing"", ""Disable Location""]",5,3,Original X-Men,Pool 1 (Collection Level 18-214),712,[],#ffbd25,#49d9ff,#0af2ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5009480919649206,0.08011377103579047,0.057927518654798865,0.06367327189288495,0.0594923136905425,0.06337296699166962,0.028331936295054483,0.060659214262607376,8454.0,8422.0,25635.0,24283.0,39.0,0.5190315315315316,0.17567567567567569,https://static.marvelsnap.pro/cards/ProfessorX.webp
psylocke,Psylocke,Psylocke,"<b>On Reveal:</b> Next turn, you get +1 Energy.","[""On Reveal"", ""Increase Energy""]",2,2,X-Force,Pool 3 (Collection Level 486-?),295,[],#5d22ff,#de49ff,#da09ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.476936936936937,-0.001981981981981982,0.01813746651043915,0.02194769749525588,0.018974416100404738,0.021366160719878072,-0.0002305113160100587,0.01994895941914381,2647.0,2903.0,8176.0,8187.0,129.0,0.4650537634408602,-0.09166666666666666,https://static.marvelsnap.pro/cards/Psylocke.webp
punisher,Punisher,Punisher,<b>Ongoing:</b> +1 Power for each opposing card at this location.,"[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",3,2,Defenders,Starter Card,240,[],#6c6c6c,#ffffff,#ffffff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5144437615242778,0.15365703749231716,0.005735194359364401,0.0059726768933007724,0.006279937618358026,0.006409587239284298,0.005238893545683152,0.005848100355846303,837.0,790.0,2706.0,2456.0,205.0,0.505,0.152,https://static.marvelsnap.pro/cards/Punisher.webp
quake,Quake,Quake,"<b>On Reveal:</b> If this is at the middle location, swap the positions of each location.","[""On Reveal"", ""Change Location""]",2,3,S.H.I.E.L.D.,Pool 3 (Collection Level 486-?),35,[],#6c7aca,#79e2ff,#09cfff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.3959276018099547,-0.5520361990950227,0.0011991147107392713,0.0020186135829257045,0.001176618023838699,0.0019599348602208906,-0.005113160100586756,0.0015887279393264082,175.0,267.0,507.0,751.0,233.0,0.3880126182965299,-0.501577287066246,https://static.marvelsnap.pro/cards/Quake.webp
quicksilver,Quicksilver,Quicksilver,Starts in your opening hand.,"[""Start In Hand""]",1,2,Brotherhood of Mutants,Starter Card,181,[],#4ea1ff,#ffffff,#4e92ff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.4684014869888476,-0.20260223048327136,0.005180175550393652,0.006486780727154511,0.005486242620028964,0.007022882435225589,-0.006852472757753561,0.0058013730635131724,756.0,858.0,2364.0,2691.0,208.0,0.4717982747179828,-0.2209688122096881,https://static.marvelsnap.pro/cards/Quicksilver.webp
quinjet,Quinjet,Quinjet,<b>Ongoing:</b> Cards that didn't start in your deck cost 1 less. <i>(minimum 1)</i>,"[""Ongoing"", ""Decrease Cost""]",1,2,S.H.I.E.L.D.,Pool 3 (Collection Level 486-?),503,[],#ffffff,#a2f8ff,#ffd591,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5142451490771415,0.08357785139611926,0.0744547454108167,0.07759943750992296,0.07357227730125135,0.07812597866254671,0.03700754400670578,0.07594982207684843,10866.0,10264.0,31702.0,29936.0,23.0,0.5147253913504909,0.08612364022287079,https://static.marvelsnap.pro/cards/Quinjet.webp
ravonnarenslayer,RavonnaRenslayer,Ravonna Renslayer,<b>Ongoing:</b> Your cards with 1 or less Power cost 1 less. <i>(minimum 1)</i>,,3,3,,Pool 4 (Series 4),299,[],#ff9857,#ff4300,#a02200,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1695092400}]",,17.17.0,0.4731659963943974,-0.11080293995284983,0.023379310817385108,0.028721771541328656,0.022993947495451337,0.027942773033801698,-0.016743503772003353,0.025919269616476764,3412.0,3799.0,9908.0,10707.0,106.0,0.4948261589403973,0.05070364238410596,https://static.marvelsnap.pro/cards/RavonnaRenslayer.webp
redskull,RedSkull,Red Skull,<b>Ongoing:</b> Enemy cards at this location have +2 Power.,"[""Ongoing"", ""Increase Power""]",5,14,HYDRA,Pool 3 (Collection Level 486-?),222,[],#ff0500,#370101,#08ff26,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5665686948908761,0.33800262647739354,0.06207988159598742,0.05240078930059198,0.061339627195425336,0.054872956552602464,0.11326487845766972,0.05747816397685202,9060.0,6931.0,26431.0,21026.0,43.0,0.5805270209915141,0.4123269316659223,https://static.marvelsnap.pro/cards/RedSkull.webp
rescue,Rescue,Rescue,"<b>On Reveal:</b> If you play a card here next turn, +5 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",4,4,Mechanical Marvels,Pool 3 (Collection Level 486-?),68,[],#2288ff,#ffc68a,#5fc4ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4818604651162791,-0.07441860465116279,0.003549379543788243,0.0042111152273019365,0.003539137053952694,0.004188675699939454,-0.0016764459346186086,0.0038639876352395673,518.0,557.0,1525.0,1605.0,215.0,0.4720812182741117,-0.19627749576988154,https://static.marvelsnap.pro/cards/Rescue.webp
rhino,Rhino,Rhino,<b>On Reveal:</b> Ruin this location. (remove its ability),"[""On Reveal"", ""Disable Ability"", ""Ruin Location""]",3,3,The Boys,Pool 2 (Collection Level 222-486),79,[],#ffecc4,#7f7368,#ffce7e,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4457409568261377,-0.2893815635939323,0.002617496111442295,0.003591166486478313,0.0029334224499647245,0.003945967388354178,-0.005196982397317687,0.0030804068868840085,382.0,475.0,1264.0,1512.0,220.0,0.4395393474088292,-0.3512476007677543,https://static.marvelsnap.pro/cards/Rhino.webp
rocketraccoon,RocketRaccoon,Rocket Raccoon,"<b>On Reveal:</b> If your opponent played a card here this turn, +2 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",1,2,Guardians of the Galaxy,Pool 1 (Collection Level 18-214),321,[],#ff6222,#91342a,#ff6309,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5175625332623736,0.11309207025013306,0.01332730349935933,0.013706915452600384,0.013745776242991349,0.014348497818234962,0.008906119027661358,0.013507781891377016,1945.0,1813.0,5923.0,5498.0,159.0,0.5244055068836045,0.12984981226533165,https://static.marvelsnap.pro/cards/RocketRaccoon.webp
rockslide,Rockslide,Rockslide,<b>On Reveal:</b> Shuffle 2 Rocks into your opponent's deck.,"[""On Reveal"", ""Add Card to Deck"", ""Add Card""]",3,3,Mutants,Pool 3 (Collection Level 486-?),235,"[""Rock""]",#ffd0c6,#a56b47,#ff975f,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,August 31st OTA,0.5053908355795148,0.033468104222821204,0.015417189138076347,0.016647891796263675,0.014734413872488953,0.016180554105685117,0.0031223805532271578,0.01600230042054563,2250.0,2202.0,6349.0,6200.0,145.0,0.5024198427102239,0.03720508166969147,https://static.marvelsnap.pro/cards/Rockslide.webp
rogue,Rogue,Rogue,<b>On Reveal:</b> Steal an <b>Ongoing</b> ability from a random enemy card at this location.,"[""On Reveal"", ""Ongoing"", ""Change Ability""]",3,2,Classic X-Men,Pool 3 (Collection Level 486-?),375,[],#bfff22,#29de0d,#fefff6,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5023362060014537,0.07652372546983699,0.03315038268889483,0.03623675993619064,0.034226356243733984,0.036565442512057116,0.015444258172673931,0.034617734804643974,4838.0,4793.0,14748.0,14011.0,87.0,0.5150720838794234,0.1690694626474443,https://static.marvelsnap.pro/cards/Rogue.webp
ronan,Ronan,Ronan the Accuser,<b>Ongoing:</b> +2 Power for each card in your opponent's hand.,"[""Ongoing"", ""Power On Hand Count"", ""Increase Power""]",5,3,Giants,Pool 3 (Collection Level 486-?),63,[],#22fffa,#42ff6e,#420cff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4679012345679012,-0.2777777777777778,0.002596939859258193,0.0032585110645729537,0.0025388956964093427,0.0034422823976449466,-0.004715004191114837,0.002911469753064232,379.0,431.0,1094.0,1319.0,222.0,0.48775894538606396,-0.2128060263653484,https://static.marvelsnap.pro/cards/Ronan.webp
sabretooth,Sabretooth,Sabretooth,"When this is destroyed, return it to your hand. It costs 0.","[""Destroy"", ""Return To Hand"", ""Decrease Cost""]",3,4,Weapon X,Pool 2 (Collection Level 222-486),206,[],#ff5516,#b24429,#ffa325,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5138427464008859,0.14839424141749724,0.012717468017897644,0.013275975474222984,0.014137982250937582,0.014499864292126857,0.011232187761944677,0.012982998454404948,1856.0,1756.0,6092.0,5556.0,164.0,0.5158354568620314,0.16745540589734256,https://static.marvelsnap.pro/cards/Sabretooth.webp
sandman,Sandman,Sandman,<b>Ongoing:</b> Players can only play 1 card a turn.,"[""Ongoing"", ""Limit Card Play Count""]",5,3,Sinister Six,Pool 2 (Collection Level 222-486),111,[],#21ff25,#b26814,#ffc368,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4778534923339012,-0.05877342419080067,0.00768803831685407,0.009268989710362972,0.00794391222011808,0.009293379543603984,-0.0028918692372171,0.008439667876783725,1122.0,1226.0,3423.0,3561.0,188.0,0.4623217922606925,-0.159877800407332,https://static.marvelsnap.pro/cards/Sandman.webp
sauron,Sauron,Sauron,<b>On Reveal:</b> Remove the abilities from all <b>Ongoing</b> cards in your hand and deck.,"[""On Reveal"", ""Ongoing"", ""Disable Ability""]",3,3,,Pool 3 (Collection Level 486-?),111,[],#62ff22,#b6ff49,#ffa008,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,,0.5914759787441709,0.4804251165817157,0.037371266470697065,0.028479840325397486,0.03693930786082953,0.029978391130968538,0.09283319362950544,0.03314402789259912,5454.0,3767.0,15917.0,11487.0,90.0,0.6085806641198942,0.5952101087275933,https://static.marvelsnap.pro/cards/Sauron.webp
scarletwitch,ScarletWitch,Scarlet Witch,<b>On Reveal:</b> Replace this location with a random new one.,"[""On Reveal"", ""Change Location""]",2,3,Masters of Mysticism,Pool 1 (Collection Level 18-214),430,[],#ff122e,#ff0f12,#ff0a54,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5065398335315101,0.16810344827586207,0.02335190248113964,0.025100363652858948,0.0263242174445806,0.02665093847213813,0.023700754400670574,0.02418317098594587,3408.0,3320.0,11343.0,10212.0,111.0,0.4972907886815172,0.1434878587196468,https://static.marvelsnap.pro/cards/ScarletWitch.webp
scorpion,Scorpion,Scorpion,<b>On Reveal:</b> Afflict cards in your opponent's hand with -1 Power.,"[""On Reveal"", ""Decrease Power""]",2,2,Spider-Villains,Pool 2 (Collection Level 222-486),550,[],#4cff22,#436e0b,#cbff09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5481010087333288,0.3313925935955589,0.055474472560829366,0.050465339573142615,0.059035126805540086,0.05361243919243376,0.10257753562447612,0.05309298731174293,8096.0,6675.0,25438.0,20543.0,45.0,0.5492524562152926,0.3340452797949594,https://static.marvelsnap.pro/cards/Scorpion.webp
sentinel,Sentinel,Sentinel,<b>On Reveal:</b> Add another Sentinel to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",2,3,Robots,Starter Card,773,"[""MasterMold""]",#a622ff,#4991ff,#5c0aff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5147595702513821,0.1061333055178888,0.0676300696856949,0.07034150103198784,0.07024432809773122,0.07368154581706579,0.042644593461860864,0.06891916178426369,9870.0,9304.0,30268.0,28233.0,30.0,0.5162532737636728,0.12740717917116007,https://static.marvelsnap.pro/cards/Sentinel.webp
sentry,Sentry,Sentry,You can't play this at the right location. <b>On Reveal:</b> Add a -10 Power Void to the right location.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",4,10,,Pool 3 (Collection Level 486-?),165,"[""TheVoid""]",#ffc722,#72baff,#ffb133,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,,0.4755671902268761,-0.12943571844095406,0.011203157440335478,0.013631311947621893,0.011339163046303516,0.013912666764097959,-0.009325230511316009,0.012357571618561516,1635.0,1803.0,4886.0,5331.0,169.0,0.498567335243553,-0.02340019102196753,https://static.marvelsnap.pro/cards/Sentry.webp
sera,Sera,Sera,<b>Ongoing:</b> Cards in your hand cost 1 less. <i>(minimum 1)</i>,"[""Ongoing"", ""Decrease Cost""]",5,4,Shadows &amp; Light,Pool 3 (Collection Level 486-?),386,[],#ff7422,#f63033,#ff7109,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5079437650017145,0.14790261744199334,0.030450661568716127,0.032547308893240284,0.03330269949129256,0.03407311522642337,0.027116512992455998,0.03144746774019625,4444.0,4305.0,14350.0,13056.0,94.0,0.5294434470377021,0.3100538599640933,https://static.marvelsnap.pro/cards/Sera.webp
shadowking,ShadowKing,Shadow King,<b>On Reveal:</b> Set all cards here to their original base Power.,"[""On Reveal""]",2,3,,Pool 3 (Collection Level 486-?),378,[],#6a12ff,#4d49ff,#ff0929,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,Sept 15th OTA,0.5044477761119439,0.05567216391804098,0.03458246825772058,0.037484217768335736,0.036224518213211536,0.03928220974173748,0.011672254819782062,0.03596204306099709,5047.0,4958.0,15609.0,15052.0,80.0,0.5168601437258153,0.16749585406301826,https://static.marvelsnap.pro/cards/ShadowKing.webp
shangchi,ShangChi,Shang-Chi,<b>On Reveal:</b> Destroy all enemy cards at this location that have 9 or more Power.,"[""On Reveal"", ""Destroy""]",4,3,Fighters,Pool 2 (Collection Level 222-486),1585,[],#ff2422,#ff8449,#ff7a09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5216704767740568,0.19148735594258914,0.1516708806983644,0.15344487370434493,0.1635104526382236,0.16266937386475144,0.17026404023470246,0.15251428776823264,22135.0,20296.0,70456.0,62331.0,4.0,0.5410954411282388,0.33906198753689737,https://static.marvelsnap.pro/cards/ShangChi.webp
shanna,Shanna,Shanna,<b>On Reveal:</b> Add a random 1-Cost card to each location.,"[""Move"", ""Discard""]",3,2,,Pool 3 (Collection Level 486-?),95,[],#ffdc6b,#ffb668,#ffc819,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1686625200}]",,August 17th OTA,0.32820369334079463,-0.5335758254057079,0.008037494603983801,0.018152401545335643,0.007110764546433478,0.012973150719251729,-0.03996227996647108,0.012846410984508106,1173.0,2401.0,3064.0,4971.0,166.0,0.3567362428842505,-0.4981024667931689,https://static.marvelsnap.pro/cards/Shanna.webp
shehulk,SheHulk,She-Hulk,Costs 1 less for each unspent Energy last turn.,"[""Ongoing"", ""Increase Power""]",6,9,,Pool 3 (Collection Level 486-?),319,[],#60ff22,#a449ff,#8357ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5422163588390502,0.2867194371152155,0.03379447859066335,0.03148129947304357,0.03623148045003899,0.033937407353278916,0.05465213746856664,0.032694727004780565,4932.0,4164.0,15612.0,13004.0,93.0,0.5609070840858921,0.4523379490266907,https://static.marvelsnap.pro/cards/SheHulk.webp
