,cardid,carddefid,name,description,abilities,cost,power,category,source,use_count,connected_cards,PrimaryColor,SecondaryColor,RingColor,CardSeriesDefId,SeriesStartDates,wasAddedIn,wasChangedIn,stats_winrate,stats_cuberate,share_win,share_loss,share_cube_won,share_cube_lost,share_cube_earned,share_total,stats_win,stats_loss,stats_cube_won,stats_cube_lost,stats_position,stats_winrate_played,stats_cuberate_played,art_base
141,mysterio,Mysterio,Mysterio,"As you play this, play Illusions to other locations. Disguise this as an Illusion until the game ends.","[""Add Card At Location"", ""Add Card""]",2,4,Sinister Six,Pool 3 (Collection Level 486-?),224,"[""MysterioUnrevealed""]",#65ff3b,#9f0aff,#bd12ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5095662057207805,0.1507861337374502,0.0184321061250779,0.0195737474389312,0.019336452415432,0.0196672025387811,0.0166806370494551,0.0189748750943531,2690.0,2589.0,8332.0,7536.0,133.0,0.5412844036697247,0.018348623853211,https://static.marvelsnap.pro/cards/Mysterio.webp
142,mystique,Mystique,Mystique,"On Reveal: If the last card you played has an Ongoing, copy its text. (if it's in play)","[""On Reveal"", ""Ongoing"", ""Change Ability""]",3,0,Brotherhood of Mutants,Pool 3 (Collection Level 486-?),777,[],#5cbcff,#cbf1ff,#ff2b20,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4896637608966376,0.0696139476961394,0.0538847890585921,0.061964632680371,0.0576171512383498,0.0618749608534981,0.023428331936295,0.0577261780669278,7864.0,8196.0,24827.0,23709.0,41.0,0.5441140628808189,0.3838654642944187,https://static.marvelsnap.pro/cards/Mystique.webp
143,nakia,Nakia,Nakia,On Reveal: Give all cards in your hand +1 Power.,"[""On Reveal"", ""Increase Power""]",3,3,Wakanda,Pool 2 (Collection Level 222-486),124,[],#ff0400,#cbcbca,#ff7b09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,17.17.0,0.4948702474351237,-0.0096560048280024,0.0056187089303211,0.0063280133666996,0.0061221269169358,0.0069263210639497,-0.0003352891869237,0.0059559325689227,820.0,837.0,2638.0,2654.0,204.0,0.5042808219178082,0.0154109589041095,https://static.marvelsnap.pro/cards/Nakia.webp
144,namor,Namor,Namor,Ongoing: +5 Power if this is your only card here.,"[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",4,6,Elemental Masters,Pool 1 (Collection Level 18-214),203,[],#ff8c80,#62ff49,#0992ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5171688857743518,0.1454099509460406,0.010113676074578,0.010418162986036,0.010958560766403,0.0112402655698686,0.008696563285834,0.0102584378706732,1476.0,1378.0,4722.0,4307.0,177.0,0.5297872340425532,0.151595744680851,https://static.marvelsnap.pro/cards/Namor.webp
145,nebula,Nebula,Nebula,"Each turn your opponent doesn't play a card here, +2 Power. (except the turn you play this)","[""On Reveal"", ""Add Card to Hand"", ""Power On Card Play"", ""Add Card""]",1,1,,Pool 5 (Series 5),832,[],#6e22ff,#4962ff,#9a6fff,Series5,"[{""Data"": ""SeasonPass"", ""StartDate"": 1682996400}, {""Data"": ""Series5"", ""StartDate"": 1686020400}]",,,0.5517063462814181,0.2779784280484509,0.1538635475980019,0.1379461551837543,0.1459818610523189,0.1346352589932563,0.2370913663034367,0.1462959634808238,22455.0,18246.0,62903.0,51589.0,6.0,0.5534498673127957,0.2898638513903312,https://static.marvelsnap.pro/cards/Nebula.webp
146,negasonicteenagewarhead,NegasonicTeenageWarhead,Negasonic Teenage Warhead,"After ANY card is played here, destroy this card AND that card.","[""Destroy""]",3,5,,Pool 4 (Series 4),13,[],#ff7322,#000000,#ffc112,Series4,"[{""Data"": ""Series5"", ""StartDate"": 1679367600}, {""Data"": ""Series4"", ""StartDate"": 1684206000}]",,,0.4402654867256637,-0.2433628318584071,0.001363564728212,0.0019127686759558,0.0014574282425457,0.0019260078919347,-0.0023051131601005,0.0016246720103518,199.0,253.0,628.0,738.0,232.0,0.4426751592356688,-0.232484076433121,https://static.marvelsnap.pro/cards/NegasonicTeenageWarhead.webp
147,nickfury,NickFury,Nick Fury,On Reveal: Add 3 random 6-Cost cards to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",4,5,S.H.I.E.L.D.,Pool 3 (Collection Level 486-?),271,[],#101098,#050644,#0c51ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5085714285714286,0.0667385444743935,0.0323212805174693,0.0344600775691961,0.0324904385280903,0.0349212894335762,0.0129715004191114,0.0333381258761367,4717.0,4558.0,14000.0,13381.0,88.0,0.5104398045313194,0.1297201243891603,https://static.marvelsnap.pro/cards/NickFury.webp
148,nightcrawler,Nightcrawler,Nightcrawler,You can move this once.,"[""Move""]",1,2,Mutants,Collection Level 1-14,981,[],#2229ff,#fc4950,#2509ff,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5035943587773692,0.1454206222905119,0.0628815754311673,0.0683909306035427,0.0636998254799302,0.0647169968891579,0.0555322715842414,0.0655008806297401,9177.0,9046.0,27448.0,24798.0,34.0,0.5019600156801255,0.1283810270482163,https://static.marvelsnap.pro/cards/Nightcrawler.webp
149,nimrod,Nimrod,Nimrod,"When this is destroyed, add a copy to each other location.",[],5,6,,Pool 4 (Series 4),153,[],#ff1e99,#d7009e,#ff8ce2,Series4,"[{""Data"": ""SeasonPass"", ""StartDate"": 1678158000}, {""Data"": ""Series5"", ""StartDate"": 1680577200}, {""Data"": ""Series4"", ""StartDate"": 1684206000}]",,,0.5096907216494846,0.0791752577319587,0.0169383517996998,0.0179785134838851,0.0172756303145074,0.0184249535461511,0.0080469404861693,0.0174328744473599,2472.0,2378.0,7444.0,7060.0,138.0,0.5414054767403497,0.2507423292642692,https://static.marvelsnap.pro/cards/Nimrod.webp
150,nova,Nova,Nova,"When this is destroyed, give your cards +1 Power.","[""Destroy"", ""Power On Destroy"", ""Increase Power""]",1,1,Champions,Pool 1 (Collection Level 18-214),639,[],#4246ff,#ffd83a,#ff0d1d,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5119242359018511,0.1590185105467068,0.0407424918288897,0.0428596269723064,0.0449574839404403,0.0457361630164728,0.0387049455155071,0.0417490384961,5946.0,5669.0,19372.0,17525.0,68.0,0.5166552029085192,0.1824702761128034,https://static.marvelsnap.pro/cards/Nova.webp
151,odin,Odin,Odin,On Reveal: Activate the On Reveal abilities of your other cards at this location.,"[""On Reveal""]",6,8,Gods,Collection Level 1-14,855,[],#ff7d22,#4986ff,#ffa008,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5223421614158403,0.2762645914396887,0.0570298956427597,0.0575418276391293,0.0621379636849727,0.0583883124204021,0.0922464375523889,0.0572732827720067,8323.0,7611.0,26775.0,22373.0,44.0,0.5947304558849019,0.7833246663199861,https://static.marvelsnap.pro/cards/Odin.webp
152,okoye,Okoye,Okoye,On Reveal: Give every card in your deck +1 Power.,"[""On Reveal"", ""Increase Power""]",2,2,Wakanda,Pool 2 (Collection Level 222-486),222,[],#ff1906,#ff9b3f,#ff890a,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5459558823529411,0.3571428571428571,0.0142454827635825,0.013071846010781,0.0162382570272177,0.0147112554022172,0.0284995808885163,0.0136875022465044,2079.0,1729.0,6997.0,5637.0,157.0,0.5540118096561306,0.4202848211184439,https://static.marvelsnap.pro/cards/Okoye.webp
153,omegared,OmegaRed,Omega Red,"Ongoing: If you're ahead by 10 Power here, +4 Power to other locations.","[""Ongoing"", ""Power On Location Winning"", ""Power On Location Position"", ""Increase Power""]",4,5,X-Men Supervillains,Pool 3 (Collection Level 486-?),76,[],#ff1b22,#fffdfb,#ff486a,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4775815217391304,-0.1732336956521739,0.0048170150951411,0.0058139095328459,0.0050290557350265,0.0063208551683821,-0.0053436714165968,0.0052909672549512,703.0,769.0,2167.0,2422.0,209.0,0.4672330097087379,-0.2063106796116504,https://static.marvelsnap.pro/cards/OmegaRed.webp
154,onslaught,Onslaught,Onslaught,Ongoing: Double your other Ongoing effects at this location.,"[""Ongoing""]",6,7,X-Men Supervillains,Pool 1 (Collection Level 18-214),448,[],#4e22ff,#ff4964,#0cdcff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4935869565217391,0.0895652173913043,0.0311153137226687,0.0352236729694788,0.0351987486539675,0.0374318850867486,0.0172673931265716,0.0330685453434456,4541.0,4659.0,15167.0,14343.0,91.0,0.5974955277280859,0.7906976744186046,https://static.marvelsnap.pro/cards/Onslaught.webp
155,orka,Orka,Orka,Ongoing: +5 Power if this is your only card here.,"[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",6,11,,Pool 3 (Collection Level 486-?),106,[],#429dff,#b8ebff,#0a60ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.499515503875969,-0.0264050387596899,0.0141289973345393,0.0156196841285562,0.0131586276038765,0.0150818422865732,-0.0022841575859178,0.0148377125193199,2062.0,2066.0,5670.0,5779.0,152.0,0.5195071868583162,0.0910335386721423,https://static.marvelsnap.pro/cards/Orka.webp
156,patriot,Patriot,Patriot,Ongoing: Your cards with no abilities have +2 Power.,"[""Ongoing"", ""Power On No Ability"", ""Increase Power""]",3,1,Champions,Pool 3 (Collection Level 486-?),266,[],#229fff,#ffffff,#ff3836,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.550592128178335,0.2720306513409962,0.0433257275200252,0.0390189689193991,0.0441777134157662,0.0415266091822034,0.0654652137468566,0.0412781711656662,6323.0,5161.0,19036.0,15912.0,69.0,0.5551900584795322,0.3514863547758285,https://static.marvelsnap.pro/cards/Patriot.webp
157,polaris,Polaris,Polaris,On Reveal: Move an opposing 1 or 2-Cost card to this location.,"[""On Reveal"", ""Move""]",3,5,X-Factor,Pool 3 (Collection Level 486-?),220,[],#16ff0d,#82ff2a,#afff09,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5156126482213439,0.0944664031620553,0.0178770873161071,0.018530419070228,0.0182549849615684,0.0192809570536776,0.0100167644593461,0.018187699938895,2609.0,2451.0,7866.0,7388.0,136.0,0.5070861678004536,0.0257936507936507,https://static.marvelsnap.pro/cards/Polaris.webp
158,professorx,ProfessorX,Professor X,"Ongoing: Lock down this location. (Cards can't be added, removed, etc.)","[""Ongoing"", ""Disable Location""]",5,3,Original X-Men,Pool 1 (Collection Level 18-214),712,[],#ffbd25,#49d9ff,#0af2ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5009480919649206,0.0801137710357904,0.0579275186547988,0.0636732718928849,0.0594923136905425,0.0633729669916696,0.0283319362950544,0.0606592142626073,8454.0,8422.0,25635.0,24283.0,39.0,0.5190315315315316,0.1756756756756756,https://static.marvelsnap.pro/cards/ProfessorX.webp
159,psylocke,Psylocke,Psylocke,"On Reveal: Next turn, you get +1 Energy.","[""On Reveal"", ""Increase Energy""]",2,2,X-Force,Pool 3 (Collection Level 486-?),295,[],#5d22ff,#de49ff,#da09ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.476936936936937,-0.0019819819819819,0.0181374665104391,0.0219476974952558,0.0189744161004047,0.021366160719878,-0.00023051131601,0.0199489594191438,2647.0,2903.0,8176.0,8187.0,129.0,0.4650537634408602,-0.0916666666666666,https://static.marvelsnap.pro/cards/Psylocke.webp
160,punisher,Punisher,Punisher,Ongoing: +1 Power for each opposing card at this location.,"[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",3,2,Defenders,Starter Card,240,[],#6c6c6c,#ffffff,#ffffff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5144437615242778,0.1536570374923171,0.0057351943593644,0.0059726768933007,0.006279937618358,0.0064095872392842,0.0052388935456831,0.0058481003558463,837.0,790.0,2706.0,2456.0,205.0,0.505,0.152,https://static.marvelsnap.pro/cards/Punisher.webp
161,quake,Quake,Quake,"On Reveal: If this is at the middle location, swap the positions of each location.","[""On Reveal"", ""Change Location""]",2,3,S.H.I.E.L.D.,Pool 3 (Collection Level 486-?),35,[],#6c7aca,#79e2ff,#09cfff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.3959276018099547,-0.5520361990950227,0.0011991147107392,0.0020186135829257,0.0011766180238386,0.0019599348602208,-0.0051131601005867,0.0015887279393264,175.0,267.0,507.0,751.0,233.0,0.3880126182965299,-0.501577287066246,https://static.marvelsnap.pro/cards/Quake.webp
162,quicksilver,Quicksilver,Quicksilver,Starts in your opening hand.,"[""Start In Hand""]",1,2,Brotherhood of Mutants,Starter Card,181,[],#4ea1ff,#ffffff,#4e92ff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.4684014869888476,-0.2026022304832713,0.0051801755503936,0.0064867807271545,0.0054862426200289,0.0070228824352255,-0.0068524727577535,0.0058013730635131,756.0,858.0,2364.0,2691.0,208.0,0.4717982747179828,-0.2209688122096881,https://static.marvelsnap.pro/cards/Quicksilver.webp
163,quinjet,Quinjet,Quinjet,Ongoing: Cards that didn't start in your deck cost 1 less. (minimum 1),"[""Ongoing"", ""Decrease Cost""]",1,2,S.H.I.E.L.D.,Pool 3 (Collection Level 486-?),503,[],#ffffff,#a2f8ff,#ffd591,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5142451490771415,0.0835778513961192,0.0744547454108167,0.0775994375099229,0.0735722773012513,0.0781259786625467,0.0370075440067057,0.0759498220768484,10866.0,10264.0,31702.0,29936.0,23.0,0.5147253913504909,0.0861236402228707,https://static.marvelsnap.pro/cards/Quinjet.webp
164,ravonnarenslayer,RavonnaRenslayer,Ravonna Renslayer,Ongoing: Your cards with 1 or less Power cost 1 less. (minimum 1),,3,3,,Pool 4 (Series 4),299,[],#ff9857,#ff4300,#a02200,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1695092400}]",,17.17.0,0.4731659963943974,-0.1108029399528498,0.0233793108173851,0.0287217715413286,0.0229939474954513,0.0279427730338016,-0.0167435037720033,0.0259192696164767,3412.0,3799.0,9908.0,10707.0,106.0,0.4948261589403973,0.0507036423841059,https://static.marvelsnap.pro/cards/RavonnaRenslayer.webp
165,redskull,RedSkull,Red Skull,Ongoing: Enemy cards at this location have +2 Power.,"[""Ongoing"", ""Increase Power""]",5,14,HYDRA,Pool 3 (Collection Level 486-?),222,[],#ff0500,#370101,#08ff26,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5665686948908761,0.3380026264773935,0.0620798815959874,0.0524007893005919,0.0613396271954253,0.0548729565526024,0.1132648784576697,0.057478163976852,9060.0,6931.0,26431.0,21026.0,43.0,0.5805270209915141,0.4123269316659223,https://static.marvelsnap.pro/cards/RedSkull.webp
166,rescue,Rescue,Rescue,"On Reveal: If you play a card here next turn, +5 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",4,4,Mechanical Marvels,Pool 3 (Collection Level 486-?),68,[],#2288ff,#ffc68a,#5fc4ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4818604651162791,-0.0744186046511627,0.0035493795437882,0.0042111152273019,0.0035391370539526,0.0041886756999394,-0.0016764459346186,0.0038639876352395,518.0,557.0,1525.0,1605.0,215.0,0.4720812182741117,-0.1962774957698815,https://static.marvelsnap.pro/cards/Rescue.webp
167,rhino,Rhino,Rhino,On Reveal: Ruin this location. (remove its ability),"[""On Reveal"", ""Disable Ability"", ""Ruin Location""]",3,3,The Boys,Pool 2 (Collection Level 222-486),79,[],#ffecc4,#7f7368,#ffce7e,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4457409568261377,-0.2893815635939323,0.0026174961114422,0.0035911664864783,0.0029334224499647,0.0039459673883541,-0.0051969823973176,0.003080406886884,382.0,475.0,1264.0,1512.0,220.0,0.4395393474088292,-0.3512476007677543,https://static.marvelsnap.pro/cards/Rhino.webp
168,rocketraccoon,RocketRaccoon,Rocket Raccoon,"On Reveal: If your opponent played a card here this turn, +2 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",1,2,Guardians of the Galaxy,Pool 1 (Collection Level 18-214),321,[],#ff6222,#91342a,#ff6309,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5175625332623736,0.113092070250133,0.0133273034993593,0.0137069154526003,0.0137457762429913,0.0143484978182349,0.0089061190276613,0.013507781891377,1945.0,1813.0,5923.0,5498.0,159.0,0.5244055068836045,0.1298498122653316,https://static.marvelsnap.pro/cards/RocketRaccoon.webp
169,rockslide,Rockslide,Rockslide,On Reveal: Shuffle 2 Rocks into your opponent's deck.,"[""On Reveal"", ""Add Card to Deck"", ""Add Card""]",3,3,Mutants,Pool 3 (Collection Level 486-?),235,"[""Rock""]",#ffd0c6,#a56b47,#ff975f,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,August 31st OTA,0.5053908355795148,0.0334681042228212,0.0154171891380763,0.0166478917962636,0.0147344138724889,0.0161805541056851,0.0031223805532271,0.0160023004205456,2250.0,2202.0,6349.0,6200.0,145.0,0.5024198427102239,0.0372050816696914,https://static.marvelsnap.pro/cards/Rockslide.webp
170,rogue,Rogue,Rogue,On Reveal: Steal an Ongoing ability from a random enemy card at this location.,"[""On Reveal"", ""Ongoing"", ""Change Ability""]",3,2,Classic X-Men,Pool 3 (Collection Level 486-?),375,[],#bfff22,#29de0d,#fefff6,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5023362060014537,0.0765237254698369,0.0331503826888948,0.0362367599361906,0.0342263562437339,0.0365654425120571,0.0154442581726739,0.0346177348046439,4838.0,4793.0,14748.0,14011.0,87.0,0.5150720838794234,0.1690694626474443,https://static.marvelsnap.pro/cards/Rogue.webp
171,ronan,Ronan,Ronan the Accuser,Ongoing: +2 Power for each card in your opponent's hand.,"[""Ongoing"", ""Power On Hand Count"", ""Increase Power""]",5,3,Giants,Pool 3 (Collection Level 486-?),63,[],#22fffa,#42ff6e,#420cff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4679012345679012,-0.2777777777777778,0.0025969398592581,0.0032585110645729,0.0025388956964093,0.0034422823976449,-0.0047150041911148,0.0029114697530642,379.0,431.0,1094.0,1319.0,222.0,0.4877589453860639,-0.2128060263653484,https://static.marvelsnap.pro/cards/Ronan.webp
172,sabretooth,Sabretooth,Sabretooth,"When this is destroyed, return it to your hand. It costs 0.","[""Destroy"", ""Return To Hand"", ""Decrease Cost""]",3,4,Weapon X,Pool 2 (Collection Level 222-486),206,[],#ff5516,#b24429,#ffa325,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5138427464008859,0.1483942414174972,0.0127174680178976,0.0132759754742229,0.0141379822509375,0.0144998642921268,0.0112321877619446,0.0129829984544049,1856.0,1756.0,6092.0,5556.0,164.0,0.5158354568620314,0.1674554058973425,https://static.marvelsnap.pro/cards/Sabretooth.webp
173,sandman,Sandman,Sandman,Ongoing: Players can only play 1 card a turn.,"[""Ongoing"", ""Limit Card Play Count""]",5,3,Sinister Six,Pool 2 (Collection Level 222-486),111,[],#21ff25,#b26814,#ffc368,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4778534923339012,-0.0587734241908006,0.007688038316854,0.0092689897103629,0.007943912220118,0.0092933795436039,-0.0028918692372171,0.0084396678767837,1122.0,1226.0,3423.0,3561.0,188.0,0.4623217922606925,-0.159877800407332,https://static.marvelsnap.pro/cards/Sandman.webp
174,sauron,Sauron,Sauron,On Reveal: Remove the abilities from all Ongoing cards in your hand and deck.,"[""On Reveal"", ""Ongoing"", ""Disable Ability""]",3,3,,Pool 3 (Collection Level 486-?),111,[],#62ff22,#b6ff49,#ffa008,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,,0.5914759787441709,0.4804251165817157,0.037371266470697,0.0284798403253974,0.0369393078608295,0.0299783911309685,0.0928331936295054,0.0331440278925991,5454.0,3767.0,15917.0,11487.0,90.0,0.6085806641198942,0.5952101087275933,https://static.marvelsnap.pro/cards/Sauron.webp
175,scarletwitch,ScarletWitch,Scarlet Witch,On Reveal: Replace this location with a random new one.,"[""On Reveal"", ""Change Location""]",2,3,Masters of Mysticism,Pool 1 (Collection Level 18-214),430,[],#ff122e,#ff0f12,#ff0a54,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5065398335315101,0.168103448275862,0.0233519024811396,0.0251003636528589,0.0263242174445806,0.0266509384721381,0.0237007544006705,0.0241831709859458,3408.0,3320.0,11343.0,10212.0,111.0,0.4972907886815172,0.1434878587196468,https://static.marvelsnap.pro/cards/ScarletWitch.webp
176,scorpion,Scorpion,Scorpion,On Reveal: Afflict cards in your opponent's hand with -1 Power.,"[""On Reveal"", ""Decrease Power""]",2,2,Spider-Villains,Pool 2 (Collection Level 222-486),550,[],#4cff22,#436e0b,#cbff09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5481010087333288,0.3313925935955589,0.0554744725608293,0.0504653395731426,0.05903512680554,0.0536124391924337,0.1025775356244761,0.0530929873117429,8096.0,6675.0,25438.0,20543.0,45.0,0.5492524562152926,0.3340452797949594,https://static.marvelsnap.pro/cards/Scorpion.webp
177,sentinel,Sentinel,Sentinel,On Reveal: Add another Sentinel to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",2,3,Robots,Starter Card,773,"[""MasterMold""]",#a622ff,#4991ff,#5c0aff,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5147595702513821,0.1061333055178888,0.0676300696856949,0.0703415010319878,0.0702443280977312,0.0736815458170657,0.0426445934618608,0.0689191617842636,9870.0,9304.0,30268.0,28233.0,30.0,0.5162532737636728,0.12740717917116,https://static.marvelsnap.pro/cards/Sentinel.webp
178,sentry,Sentry,Sentry,You can't play this at the right location. On Reveal: Add a -10 Power Void to the right location.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",4,10,,Pool 3 (Collection Level 486-?),165,"[""TheVoid""]",#ffc722,#72baff,#ffb133,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,,0.4755671902268761,-0.129435718440954,0.0112031574403354,0.0136313119476218,0.0113391630463035,0.0139126667640979,-0.009325230511316,0.0123575716185615,1635.0,1803.0,4886.0,5331.0,169.0,0.498567335243553,-0.0234001910219675,https://static.marvelsnap.pro/cards/Sentry.webp
179,sera,Sera,Sera,Ongoing: Cards in your hand cost 1 less. (minimum 1),"[""Ongoing"", ""Decrease Cost""]",5,4,Shadows &amp; Light,Pool 3 (Collection Level 486-?),386,[],#ff7422,#f63033,#ff7109,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5079437650017145,0.1479026174419933,0.0304506615687161,0.0325473088932402,0.0333026994912925,0.0340731152264233,0.0271165129924559,0.0314474677401962,4444.0,4305.0,14350.0,13056.0,94.0,0.5294434470377021,0.3100538599640933,https://static.marvelsnap.pro/cards/Sera.webp
180,shadowking,ShadowKing,Shadow King,On Reveal: Set all cards here to their original base Power.,"[""On Reveal""]",2,3,,Pool 3 (Collection Level 486-?),378,[],#6a12ff,#4d49ff,#ff0929,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1684206000}]",,Sept 15th OTA,0.5044477761119439,0.0556721639180409,0.0345824682577205,0.0374842177683357,0.0362245182132115,0.0392822097417374,0.011672254819782,0.035962043060997,5047.0,4958.0,15609.0,15052.0,80.0,0.5168601437258153,0.1674958540630182,https://static.marvelsnap.pro/cards/ShadowKing.webp
181,shangchi,ShangChi,Shang-Chi,On Reveal: Destroy all enemy cards at this location that have 9 or more Power.,"[""On Reveal"", ""Destroy""]",4,3,Fighters,Pool 2 (Collection Level 222-486),1585,[],#ff2422,#ff8449,#ff7a09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5216704767740568,0.1914873559425891,0.1516708806983644,0.1534448737043449,0.1635104526382236,0.1626693738647514,0.1702640402347024,0.1525142877682326,22135.0,20296.0,70456.0,62331.0,4.0,0.5410954411282388,0.3390619875368973,https://static.marvelsnap.pro/cards/ShangChi.webp
182,shanna,Shanna,Shanna,On Reveal: Add a random 1-Cost card to each location.,"[""Move"", ""Discard""]",3,2,,Pool 3 (Collection Level 486-?),95,[],#ffdc6b,#ffb668,#ffc819,Series3,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}, {""Data"": ""Series3"", ""StartDate"": 1686625200}]",,August 17th OTA,0.3282036933407946,-0.5335758254057079,0.0080374946039838,0.0181524015453356,0.0071107645464334,0.0129731507192517,-0.039962279966471,0.0128464109845081,1173.0,2401.0,3064.0,4971.0,166.0,0.3567362428842505,-0.4981024667931689,https://static.marvelsnap.pro/cards/Shanna.webp
183,shehulk,SheHulk,She-Hulk,Costs 1 less for each unspent Energy last turn.,"[""Ongoing"", ""Increase Power""]",6,9,,Pool 3 (Collection Level 486-?),319,[],#60ff22,#a449ff,#8357ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5422163588390502,0.2867194371152155,0.0337944785906633,0.0314812994730435,0.0362314804500389,0.0339374073532789,0.0546521374685666,0.0326947270047805,4932.0,4164.0,15612.0,13004.0,93.0,0.5609070840858921,0.4523379490266907,https://static.marvelsnap.pro/cards/SheHulk.webp
184,shocker,Shocker,Shocker,I'm gonna blast you!,[],2,3,Sinister Six,Starter Card,320,[],#ffdf52,#ff6a66,#ffe300,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5583585879269392,0.3661233516258498,0.0467106570463406,0.0407654098844022,0.0504646132709516,0.0450837213186629,0.0936714165968147,0.0438841163150138,6817.0,5392.0,21745.0,17275.0,63.0,0.5569850970301276,0.3781494585611665,https://static.marvelsnap.pro/cards/Shocker.webp
185,shuri,Shuri,Shuri,"On Reveal: If you play your next card here, double its Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",4,2,,Pool 3 (Collection Level 486-?),411,[],#ae5cff,#706ce9,#66caff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.553687688271305,0.2582353512778155,0.0780863499633413,0.0694493796732416,0.0773202814600274,0.0730786896882894,0.1113788767812238,0.0739800869846518,11396.0,9186.0,33317.0,28002.0,24.0,0.5708369514394496,0.3735889386146551,https://static.marvelsnap.pro/cards/Shuri.webp
186,silk,Silk,Silk,"After ANY card is played here, this moves to another location.","[""Increase Cost"", ""Decrease Cost""]",2,5,,Pool 5 (Series 5),338,[],#ffffff,#ff0608,#ffacac,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1686625200}]",,,0.5495429911833697,0.2166140904311251,0.0465530591129292,0.0421035919225215,0.043957242582897,0.0424426373259285,0.0561190276613579,0.0444376550088062,6794.0,5569.0,18941.0,16263.0,61.0,0.5550156898471506,0.2651078044336471,https://static.marvelsnap.pro/cards/Silk.webp
